Year,Name,Location,Dates,Draw- singles,Draw- doubles,Surface,Prize money,Winner- singles,Winner- doubles,Winner- team,URL_Tournament
1971,Bristol WCT,"Bristol, Great Britain",1971.06.07,32,16,Outdoor Grass,"$50,000",,,,https://www.atptour.com/en/scores/archive/bristol/313/1971/results
1971,Beckenham,"Beckenham, Great Britain",1971.06.07,64,0,Outdoor Grass,,Stan Smith,,,https://www.atptour.com/en/scores/archive/beckenham/7310/1971/results
1971,Eastbourne,"Eastbourne, Great Britain",1971.06.14,64,16,Outdoor Grass,"$7,500",,,,https://www.atptour.com/en/scores/archive/eastbourne/2049/1971/results
1971,London / Queen's Club,"London, Great Britain",1971.06.14,64,32,Outdoor Grass,"$7,500",Stan Smith,Tom Okker Marty Riessen,,https://www.atptour.com/en/scores/archive/london/311/1971/results
1971,Wimbledon,"London, Great Britain",1971.06.21,128,64,Outdoor Grass,"$77,500",John Newcombe,Roy Emerson Rod Laver,,https://www.atptour.com/en/scores/archive/wimbledon/540/1971/results
1971,Bastad,"Bastad, Sweden",1971.07.05,32,32,Outdoor Clay,"$25,000",Ilie Nastase,,,https://www.atptour.com/en/scores/archive/bastad/316/1971/results
1971,Gstaad,"Gstaad, Switzerland",1971.07.05,32,16,Outdoor Clay,"$25,000",John Newcombe,John Alexander Phil Dent,,https://www.atptour.com/en/scores/archive/gstaad/314/1971/results
1971,Newport,"Newport, Great Britain",1971.07.05,64,16,Outdoor Grass,"$13,500",Ken Rosewall,Ken Rosewall Roger Taylor,,https://www.atptour.com/en/scores/archive/newport/2050/1971/results
1971,Dublin,"Dublin, Ireland",1971.07.05,32,0,Outdoor Grass,"$8,000",Cliff Drysdale,,,https://www.atptour.com/en/scores/archive/dublin/2029/1971/results
1971,Munich,"Munich, Germany",1971.07.05,32,0,Outdoor Clay,,Juan Gisbert Sr,,,https://www.atptour.com/en/scores/archive/munich/308/1971/results
1971,Washington WCT,"Washington, United States",1971.07.12,64,32,Outdoor Clay,"$50,000",Ken Rosewall,Tom Okker Marty Riessen,,https://www.atptour.com/en/scores/archive/washington/418/1971/results
1971,Louisville WCT,"Louisville, United States",1971.07.19,32,16,Outdoor Clay,"$50,000",Tom Okker,,,https://www.atptour.com/en/scores/archive/louisville/663/1971/results
1971,Clemmons,"Clemmons, United States",1971.07.19,64,16,Outdoor Clay,"$25,000",Jaime Fillol Sr.,,,https://www.atptour.com/en/scores/archive/clemmons/2051/1971/results
1971,Kitzbuhel,"Kitzbuhel, Austria",1971.07.19,32,0,Outdoor Clay,"$20,000",Clark Graebner,,,https://www.atptour.com/en/scores/archive/kitzbuhel/319/1971/results
1971,Quebec WCT,"Quebec City, Canada",1971.07.26,32,16,Indoor Carpet,"$50,000",Tom Okker,Roy Emerson Rod Laver,,https://www.atptour.com/en/scores/archive/quebec-city/2044/1971/results
1971,Columbus,"Columbus, United States",1971.07.26,32,16,Outdoor Hard,"$20,000",Tom Gorman,Jim McManus Jim Osborne,,https://www.atptour.com/en/scores/archive/columbus/343/1971/results
1971,Hilversum,"Hilversum, Netherlands",1971.07.26,64,16,Outdoor Clay,"$3,500",Gerald Battrick,,,https://www.atptour.com/en/scores/archive/hilversum/317/1971/results
1971,Boston WCT,"Boston, United States",1971.08.02,32,16,Outdoor Hard,"$50,000",Ken Rosewall,Roy Emerson Rod Laver,,https://www.atptour.com/en/scores/archive/boston/417/1971/results
1971,Cincinnati,"Cincinnati, United States",1971.08.02,64,32,Outdoor Clay,"$22,500",Stan Smith,Stan Smith Erik Van Dillen,,https://www.atptour.com/en/scores/archive/cincinnati/422/1971/results
1971,Senigallia,"Senigallia, Italy",1971.08.02,64,0,Outdoor Clay,"$9,500",Adriano Panatta,,,https://www.atptour.com/en/scores/archive/senigallia/6834/1971/results
1971,Toronto WCT,"Toronto, Canada",1971.08.09,64,32,Outdoor Clay,"$50,000",John Newcombe,Tom Okker Marty Riessen,,https://www.atptour.com/en/scores/archive/toronto/421/1971/results
1971,Indianapolis,"Indianapolis, United States",1971.08.09,64,32,Outdoor Clay,"$40,000",Zeljko Franulovic,Zeljko Franulovic Jan Kodes,,https://www.atptour.com/en/scores/archive/indianapolis/717/1971/results
1971,Fort Worth WCT,"Fort Worth, United States",1971.08.16,32,16,Outdoor Hard,"$50,000",Rod Laver,,,https://www.atptour.com/en/scores/archive/fort-worth/653/1971/results
1971,Haverford,"Haverford, United States",1971.08.16,64,32,Outdoor Grass,"$10,000",Clark Graebner,Clark Graebner Jim Osborne,,https://www.atptour.com/en/scores/archive/haverford/2030/1971/results
1971,South Orange,"South Orange, United States",1971.08.23,64,32,Outdoor Grass,"$17,500",Clark Graebner,Bob Carmichael Tom Leonard,,https://www.atptour.com/en/scores/archive/south-orange/707/1971/results
1971,Hilton Head,"Hilton Head, United States",1971.08.27,4,0,Outdoor Clay,"$30,000",Rod Laver,,,https://www.atptour.com/en/scores/archive/hilton-head/724/1971/results
1971,US Open,"New York, United States",1971.09.01,128,64,Outdoor Grass,"$115,000",Stan Smith,John Newcombe Roger Taylor,,https://www.atptour.com/en/scores/archive/us-open/560/1971/results
1971,Sacramento,"Sacramento, United States",1971.09.13,64,32,Outdoor Hard,"$28,000",Robert Lutz,Jim McManus Jim Osborne,,https://www.atptour.com/en/scores/archive/sacramento/654/1971/results
1971,Los Angeles,"Los Angeles, United States",1971.09.20,128,32,Outdoor Hard,"$55,000",Richard Pancho Gonzales,John Alexander Phil Dent,,https://www.atptour.com/en/scores/archive/los-angeles/423/1971/results
1971,Midland,"Midland, United States",1971.09.24,8,0,Outdoor Hard,"$11,500",Nikola Pilic,,,https://www.atptour.com/en/scores/archive/midland/6832/1971/results
1971,Berkeley WCT,"Berkeley, United States",1971.09.27,64,32,Outdoor Hard,"$50,000",Rod Laver,Roy Emerson Rod Laver,,https://www.atptour.com/en/scores/archive/berkeley/424/1971/results
1971,Vancouver WCT,"Vancouver, Canada",1971.10.03,32,16,Indoor Carpet,"$50,000",Ken Rosewall,Roy Emerson Rod Laver,,https://www.atptour.com/en/scores/archive/vancouver/2048/1971/results
1971,Cologne WCT,"Cologne, Germany",1971.10.11,32,16,Indoor Carpet,"$50,000",Robert Lutz,Tom Okker Marty Riessen,,https://www.atptour.com/en/scores/archive/cologne/332/1971/results
1971,Barcelona WCT,"Barcelona, Spain",1971.10.18,64,32,Outdoor Clay,"$70,000",Manuel Orantes,Zeljko Franulovic Juan Gisbert Sr,,https://www.atptour.com/en/scores/archive/barcelona/425/1971/results
1971,Wembley,"Wembley, Great Britain",1971.10.23,32,16,Indoor Carpet,"$35,000",Ilie Nastase,,,https://www.atptour.com/en/scores/archive/wembley/430/1971/results
1971,Stockholm WCT,"Stockholm, Sweden",1971.10.30,64,32,Indoor Hard,"$50,000",Arthur Ashe,Tom Gorman Stan Smith,,https://www.atptour.com/en/scores/archive/stockholm/429/1971/results
1971,Bologna WCT,"Bologna, Italy",1971.11.08,64,16,Indoor Carpet,"$50,000",Rod Laver,Ken Rosewall Fred Stolle,,https://www.atptour.com/en/scores/archive/bologna/312/1971/results
1971,London-3,"London, Great Britain",1971.11.18,8,0,Indoor Carpet,"$6,000",Gerald Battrick,,,https://www.atptour.com/en/scores/archive/london/2016/1971/results
1971,WCT Finals,"Houston and Dallas, United States",1971.11.19,8,0,Indoor Carpet,"$100,000",Ken Rosewall,,,https://www.atptour.com/en/scores/archive/houston-and-dallas/610/1971/results
1971,Buenos Aires,"Buenos Aires, Argentina",1971.11.25,32,16,Outdoor Clay,"$25,000",Zeljko Franulovic,Zeljko Franulovic Ilie Nastase,,https://www.atptour.com/en/scores/archive/buenos-aires/303/1971/results
1971,Masters,"Paris, France",1971.12.04,7,0,Indoor Hard,"$50,000",Ilie Nastase,,,https://www.atptour.com/en/scores/archive/masters/605/1971/results
1971,Brisbane,"Brisbane, Australia",1971.12.06,64,0,Outdoor Grass,"$3,000",Mal Anderson,,,https://www.atptour.com/en/scores/archive/brisbane/9341/1971/results
1971,Kingston,"Kingston, Jamaica",1971.12.13,16,0,Indoor Hard,"$10,000",Richard Pancho Gonzales,,,https://www.atptour.com/en/scores/archive/kingston/9204/1971/results
1972,Auckland,"Auckland, New Zealand",1971.12.06,32,0,Outdoor Grass,"$13,000",Ray Ruffels,,,https://www.atptour.com/en/scores/archive/auckland/301/1972/results
1972,Australian Open,"Melbourne, Australia",1971.12.27,64,32,Outdoor Grass,"$10,000",Ken Rosewall,Owen Davidson Ken Rosewall,,https://www.atptour.com/en/scores/archive/australian-open/580/1972/results
1972,Sydney,"Sydney, Australia",1972.01.03,64,16,Outdoor Grass,"$2,500",Alex Metreveli,,,https://www.atptour.com/en/scores/archive/sydney/338/1972/results
1972,Baltimore,"Baltimore, United States",1972.01.07,16,8,Indoor Carpet,"$7,500",Ilie Nastase,,,https://www.atptour.com/en/scores/archive/baltimore/816/1972/results
1972,Jacksonville,"Jacksonville, United States",1972.01.12,16,8,Indoor Hard,"$15,000",Jimmy Connors,,,https://www.atptour.com/en/scores/archive/jacksonville/2047/1972/results
1972,Adelaide-1,"Adelaide, Australia",1972.01.17,64,16,Outdoor Grass,"$3,000",Alex Metreveli,,,https://www.atptour.com/en/scores/archive/adelaide/7308/1972/results
1972,London-1,"London, Great Britain",1972.01.18,16,16,Indoor Carpet,"$33,000",Cliff Richey,,,https://www.atptour.com/en/scores/archive/london/2064/1972/results
1972,Roanoke,"Roanoke, United States",1972.01.21,16,0,Indoor Carpet,"$7,500",Jimmy Connors,,,https://www.atptour.com/en/scores/archive/roanoke/2022/1972/results
1972,Omaha,"Omaha, United States",1972.01.26,16,16,Indoor Carpet,"$15,000",Ilie Nastase,,,https://www.atptour.com/en/scores/archive/omaha/2036/1972/results
1972,Cleveland-1,"Cleveland, United States",1972.01.26,8,0,Indoor Hard,"$7,500",Vladimir Zednik,,,https://www.atptour.com/en/scores/archive/cleveland/9215/1972/results
1972,Richmond WCT,"Richmond, United States",1972.02.02,32,16,Indoor Carpet,"$50,000",Rod Laver,Tom Okker Marty Riessen,,https://www.atptour.com/en/scores/archive/richmond/802/1972/results
1972,Des Moines,"Des Moines, United States",1972.02.02,16,16,Indoor Carpet,"$15,000",Richard Pancho Gonzales,,,https://www.atptour.com/en/scores/archive/des-moines/2061/1972/results
1972,Kansas City-1,"Kansas City, United States",1972.02.02,16,16,Indoor Hard,"$15,000",Tom Edlefsen,Ilie Nastase Ion Tiriac,,https://www.atptour.com/en/scores/archive/kansas-city/2062/1972/results
1972,Los Angeles-1,"Los Angeles, United States",1972.02.07,32,16,Indoor Hard,"$40,000",Andres Gimeno,Jim McManus Jim Osborne,,https://www.atptour.com/en/scores/archive/los-angeles/2057/1972/results
1972,Philadelphia WCT,"Philadelphia, United States",1972.02.08,32,16,Indoor Carpet,"$50,000",Rod Laver,Arthur Ashe Robert Lutz,,https://www.atptour.com/en/scores/archive/philadelphia/401/1972/results
1972,Salisbury,"Salisbury, United States",1972.02.13,64,32,Indoor Carpet,"$50,000",Stan Smith,Andres Gimeno Manuel Orantes,,https://www.atptour.com/en/scores/archive/salisbury/355/1972/results
1972,Toronto WCT,"Toronto, Canada",1972.02.13,32,16,Indoor Carpet,"$50,000",Rod Laver,Bob Carmichael Ray Ruffels,,https://www.atptour.com/en/scores/archive/toronto/302/1972/results
1972,New York-1,"New York, United States",1972.02.21,64,0,Indoor Carpet,"$30,000",Stan Smith,,,https://www.atptour.com/en/scores/archive/new-york/2058/1972/results
1972,Hollywood WCT,"Hollywood, United States",1972.02.28,32,16,Outdoor Clay,"$50,000",Ken Rosewall,Tom Okker Marty Riessen,,https://www.atptour.com/en/scores/archive/hollywood/681/1972/results
1972,Hampton,"Hampton, United States",1972.02.28,32,16,Indoor Carpet,"$35,000",Stan Smith,Ilie Nastase Ion Tiriac,,https://www.atptour.com/en/scores/archive/hampton/657/1972/results
1972,Washington-1,"Washington, United States",1972.03.06,32,16,Indoor Carpet,"$25,000",Stan Smith,Tom Edlefsen Cliff Richey,,https://www.atptour.com/en/scores/archive/washington/9211/1972/results
1972,WCT Aetna World Cup,"Hartford, United States",1972.03.09,6,0,Indoor Carpet,"$30,000",,,,https://www.atptour.com/en/scores/archive/hartford/9205/1972/results
1972,Chicago WCT,"Chicago, United States",1972.03.13,32,16,Indoor Carpet,"$50,000",Tom Okker,Tom Okker Marty Riessen,,https://www.atptour.com/en/scores/archive/chicago/818/1972/results
1972,Caracas,"Caracas, Venezuela",1972.03.13,32,16,Outdoor Hard,,Manuel Orantes,Patricio Cornejo Jaime Fillol Sr.,,https://www.atptour.com/en/scores/archive/caracas/344/1972/results
1972,Hilton Head WCT,"Hilton Head, United States",1972.03.21,16,0,Outdoor Clay,"$47,500",Ken Rosewall,,,https://www.atptour.com/en/scores/archive/hilton-head/724/1972/results
1972,Macon WCT,"Macon, United States",1972.03.26,32,0,Indoor Carpet,"$25,000",Mark Cox,,,https://www.atptour.com/en/scores/archive/macon/2066/1972/results
1972,Johannesburg-1,"Johannesburg, South Africa",1972.03.27,128,16,Outdoor Hard,"$36,000",Cliff Richey,,,https://www.atptour.com/en/scores/archive/johannesburg/426/1972/results
1972,Monte Carlo,"Monte Carlo, Monaco",1972.03.27,64,32,Outdoor Clay,"$20,000",Ilie Nastase,Patrice Beust Daniel Contet,,https://www.atptour.com/en/scores/archive/monte-carlo/410/1972/results
1972,San Juan,"San Juan, Puerto Rico",1972.03.27,7,0,Outdoor Hard,"$12,500",Stan Smith,,,https://www.atptour.com/en/scores/archive/san-juan/6817/1972/results
1972,Hong Kong,"Hong Kong, Hong Kong",1972.03.27,32,0,Outdoor Hard,"$10,000",Mal Anderson,,,https://www.atptour.com/en/scores/archive/hong-kong/9216/1972/results
1972,Houston WCT,"Houston, United States",1972.04.03,32,16,Outdoor Clay,"$50,000",Rod Laver,Roy Emerson Rod Laver,,https://www.atptour.com/en/scores/archive/houston/405/1972/results
1972,Quebec WCT,"Quebec City, Canada",1972.04.09,32,16,Indoor Carpet,"$50,000",Marty Riessen,Bob Carmichael Ray Ruffels,,https://www.atptour.com/en/scores/archive/quebec-city/2044/1972/results
1972,Madrid,"Madrid, Spain",1972.04.10,64,32,Outdoor Clay,"$50,000",Ilie Nastase,Ilie Nastase Stan Smith,,https://www.atptour.com/en/scores/archive/madrid/2026/1972/results
1972,Nice,"Nice, France",1972.04.17,64,16,Outdoor Clay,"$30,000",Ilie Nastase,Jan Kodes Stan Smith,,https://www.atptour.com/en/scores/archive/nice/6120/1972/results
1972,Charlotte WCT,"Charlotte, United States",1972.04.18,32,16,Outdoor Clay,"$50,000",Ken Rosewall,Tom Okker Marty Riessen,,https://www.atptour.com/en/scores/archive/charlotte/436/1972/results
1972,Rome-1,"Rome, Italy",1972.04.24,64,32,Outdoor Clay,"$61,000",Manuel Orantes,Ilie Nastase Ion Tiriac,,https://www.atptour.com/en/scores/archive/rome/416/1972/results
1972,Denver WCT,"Denver, United States",1972.04.24,32,16,Indoor Carpet,"$50,000",Rod Laver,,,https://www.atptour.com/en/scores/archive/denver/389/1972/results
1972,Las Vegas WCT,"Las Vegas, United States",1972.05.01,32,16,Outdoor Hard,"$50,000",John Newcombe,Roy Emerson Rod Laver,,https://www.atptour.com/en/scores/archive/las-vegas/413/1972/results
1972,Kansas City-2,"Kansas City, United States",1972.05.05,8,0,Outdoor Hard,"$11,000",Alejandro Olmedo,,,https://www.atptour.com/en/scores/archive/kansas-city/9238/1972/results
1972,WCT Finals,"Dallas, United States",1972.05.08,8,0,Indoor Carpet,"$100,000",Ken Rosewall,,,https://www.atptour.com/en/scores/archive/dallas/610/1972/results
1972,Bournemouth,"Bournemouth, Great Britain",1972.05.08,32,16,Outdoor Clay,"$26,500",Bob Hewitt,Bob Hewitt Frew McMillan,,https://www.atptour.com/en/scores/archive/bournemouth/347/1972/results
1972,Brussels,"Brussels, Belgium",1972.05.08,32,16,Outdoor Clay,"$25,000",Manuel Orantes,Juan Gisbert Sr Manuel Orantes,,https://www.atptour.com/en/scores/archive/brussels/406/1972/results
1972,Roland Garros Preliminary Round,"Paris, France",1972.05.21,64,0,Clay,"$77,500",,,,https://www.atptour.com/en/scores/archive/roland-garros-preliminary-round/9355/1972/results
1972,Roland Garros,"Paris, France",1972.05.22,128,64,Outdoor Clay,"$77,500",Andres Gimeno,Bob Hewitt Frew McMillan,,https://www.atptour.com/en/scores/archive/roland-garros/520/1972/results
1972,Hamburg,"Hamburg, Germany",1972.06.05,64,32,Outdoor Clay,"$35,000",Manuel Orantes,Jan Kodes Ilie Nastase,,https://www.atptour.com/en/scores/archive/hamburg/414/1972/results
1972,Manchester,"Manchester, Great Britain",1972.06.05,128,0,Outdoor Grass,"$3,000",Thomaz Koch,,,https://www.atptour.com/en/scores/archive/manchester/583/1972/results
1972,Bristol,"Bristol, Great Britain",1972.06.12,32,32,Outdoor Grass,"$32,500",Bob Hewitt,Bob Hewitt Frew McMillan,,https://www.atptour.com/en/scores/archive/bristol/313/1972/results
1972,Beckenham,"Beckenham, Great Britain",1972.06.12,64,0,Outdoor Grass,"$4,500",Alex Metreveli,,,https://www.atptour.com/en/scores/archive/beckenham/7310/1972/results
1972,London / Queen's Club,"London, Great Britain",1972.06.19,64,32,Outdoor Grass,"$9,500",Jimmy Connors,Jim McManus Jim Osborne,,https://www.atptour.com/en/scores/archive/london/311/1972/results
1972,Eastbourne,"Eastbourne, Great Britain",1972.06.19,32,16,Outdoor Grass,"$7,500",Andres Gimeno,Juan Gisbert Sr Manuel Orantes,,https://www.atptour.com/en/scores/archive/eastbourne/2049/1972/results
1972,Wimbledon,"London, Great Britain",1972.06.26,128,64,Outdoor Grass,"$83,500",Stan Smith,Bob Hewitt Frew McMillan,,https://www.atptour.com/en/scores/archive/wimbledon/540/1972/results
1972,St. Louis WCT,"St. Louis, United States",1972.06.26,32,16,Outdoor Hard,"$50,000",John Newcombe,John Newcombe Tony Roche,,https://www.atptour.com/en/scores/archive/st-louis/652/1972/results
1972,Bretton Woods WCT,"Bretton Woods, United States",1972.07.05,32,16,Outdoor Clay,"$25,000",Cliff Richey,John Alexander Fred Stolle,,https://www.atptour.com/en/scores/archive/bretton-woods/706/1972/results
1972,Bastad,"Bastad, Sweden",1972.07.10,32,16,Outdoor Clay,"$25,000",Manuel Orantes,,,https://www.atptour.com/en/scores/archive/bastad/316/1972/results
1972,Gstaad,"Gstaad, Switzerland",1972.07.10,32,16,Outdoor Clay,"$25,000",Andres Gimeno,,,https://www.atptour.com/en/scores/archive/gstaad/314/1972/results
1972,Dublin,"Dublin, Ireland",1972.07.10,32,0,Outdoor Grass,"$9,000",Bob Hewitt,,,https://www.atptour.com/en/scores/archive/dublin/2029/1972/results
1972,Washington WCT,"Washington, United States",1972.07.17,64,16,Outdoor Clay,"$50,000",Tony Roche,Tom Okker Marty Riessen,,https://www.atptour.com/en/scores/archive/washington/418/1972/results
1972,Columbus,"Columbus, United States",1972.07.17,32,16,Outdoor Hard,"$25,000",Jimmy Connors,Jimmy Connors Richard Pancho Gonzales,,https://www.atptour.com/en/scores/archive/columbus/343/1972/results
1972,Kitzbuhel,"Kitzbuhel, Austria",1972.07.17,64,32,Outdoor Clay,"$20,000",Colin Dibley,Jurgen Fassbender Hans-Jurgen Pohmann,,https://www.atptour.com/en/scores/archive/kitzbuhel/319/1972/results
1972,Louisville WCT,"Louisville, United States",1972.07.24,32,16,Outdoor Clay,"$50,000",Arthur Ashe,John Alexander Phil Dent,,https://www.atptour.com/en/scores/archive/louisville/663/1972/results
1972,Dusseldorf,"Dusseldorf, Germany",1972.07.24,16,8,Outdoor Clay,"$20,000",Ilie Nastase,,,https://www.atptour.com/en/scores/archive/dusseldorf/661/1972/results
