,year,name,identifier ,url
55483,1977,Cologne,1977-Cologne,https://www.atptour.com/en/scores/archive/cologne/332/1977/results
55514,1977,Paris-2,1977-Paris-2,https://www.atptour.com/en/scores/archive/paris/7302/1977/results
55545,1977,Stockholm,1977-Stockholm,https://www.atptour.com/en/scores/archive/stockholm/429/1977/results
55608,1977,Hong Kong,1977-Hong Kong,https://www.atptour.com/en/scores/archive/hong-kong/336/1977/results
55639,1977,Bogota,1977-Bogota,https://www.atptour.com/en/scores/archive/bogota/359/1977/results
55670,1977,WCT Challenge Cup,1977-WCT Challenge Cup,https://www.atptour.com/en/scores/archive/las-vegas/3934/1977/results
55685,1977,Manila,1977-Manila,https://www.atptour.com/en/scores/archive/manila/362/1977/results
55716,1977,Santiago,1977-Santiago,https://www.atptour.com/en/scores/archive/santiago/361/1977/results
55747,1977,Wembley,1977-Wembley,https://www.atptour.com/en/scores/archive/wembley/430/1977/results
55778,1977,Oviedo,1977-Oviedo,https://www.atptour.com/en/scores/archive/oviedo/2012/1977/results
55825,1977,Buenos Aires-2,1977-Buenos Aires-2,https://www.atptour.com/en/scores/archive/buenos-aires/303/1977/results
55856,1977,Taipei,1977-Taipei,https://www.atptour.com/en/scores/archive/taipei/333/1977/results
55887,1977,Johannesburg-2,1977-Johannesburg-2,https://www.atptour.com/en/scores/archive/johannesburg/426/1977/results
55918,1977,Bombay,1977-Bombay,https://www.atptour.com/en/scores/archive/bombay/1729/1977/results
55949,1977,Adelaide-2,1977-Adelaide-2,https://www.atptour.com/en/scores/archive/adelaide/2013/1977/results
56012,1977,Sydney-2,1977-Sydney-2,https://www.atptour.com/en/scores/archive/sydney/338/1977/results
56075,1977,Australian Open-2,1977-Australian Open-2,https://www.atptour.com/en/scores/archive/australian-open-2/581/1977/results
56138,1977,Masters,1977-Masters,https://www.atptour.com/en/scores/archive/masters/605/1977/results
56154,1977,Masters Doubles,1977-Masters Doubles,https://www.atptour.com/en/scores/archive/masters-doubles/602/1977/results
56155,1978,Birmingham WCT,1978-Birmingham WCT,https://www.atptour.com/en/scores/archive/birmingham/1506/1978/results
56186,1978,Baltimore,1978-Baltimore,https://www.atptour.com/en/scores/archive/baltimore/816/1978/results
56217,1978,Pepsi Grand Slam,1978-Pepsi Grand Slam,https://www.atptour.com/en/scores/archive/boca-raton/1725/1978/results
56221,1978,Philadelphia WCT,1978-Philadelphia WCT,https://www.atptour.com/en/scores/archive/philadelphia/401/1978/results
56268,1978,Sarasota,1978-Sarasota,https://www.atptour.com/en/scores/archive/sarasota/709/1978/results
56299,1978,Richmond WCT,1978-Richmond WCT,https://www.atptour.com/en/scores/archive/richmond/802/1978/results
56330,1978,Little Rock,1978-Little Rock,https://www.atptour.com/en/scores/archive/little-rock/660/1978/results
56361,1978,Mexico City-1,1978-Mexico City-1,https://www.atptour.com/en/scores/archive/mexico-city/7303/1978/results
56392,1978,St. Louis WCT,1978-St. Louis WCT,https://www.atptour.com/en/scores/archive/st-louis/652/1978/results
56423,1978,Springfield,1978-Springfield,https://www.atptour.com/en/scores/archive/springfield/682/1978/results
56454,1978,Palm Springs,1978-Palm Springs,https://www.atptour.com/en/scores/archive/palm-springs/404/1978/results
56517,1978,Denver,1978-Denver,https://www.atptour.com/en/scores/archive/denver/389/1978/results
56548,1978,Memphis,1978-Memphis,https://www.atptour.com/en/scores/archive/memphis/402/1978/results
56579,1978,Lagos,1978-Lagos,https://www.atptour.com/en/scores/archive/lagos/205/1978/results
56610,1978,Miami,1978-Miami,https://www.atptour.com/en/scores/archive/miami/681/1978/results
56641,1978,Cairo,1978-Cairo,https://www.atptour.com/en/scores/archive/cairo/206/1978/results
56656,1978,WCT Aetna World Cup,1978-WCT Aetna World Cup,https://www.atptour.com/en/scores/archive/hartford/9205/1978/results
56661,1978,Washington-1,1978-Washington-1,https://www.atptour.com/en/scores/archive/washington/9211/1978/results
56692,1978,Las Vegas WCT,1978-Las Vegas WCT,https://www.atptour.com/en/scores/archive/las-vegas/683/1978/results
56707,1978,Milan WCT,1978-Milan WCT,https://www.atptour.com/en/scores/archive/milan/408/1978/results
56738,1978,Dayton,1978-Dayton,https://www.atptour.com/en/scores/archive/dayton/716/1978/results
56769,1978,Rotterdam WCT,1978-Rotterdam WCT,https://www.atptour.com/en/scores/archive/rotterdam/407/1978/results
56800,1978,Johannesburg-1,1978-Johannesburg-1,https://www.atptour.com/en/scores/archive/johannesburg/9239/1978/results
56831,1978,Monte Carlo WCT,1978-Monte Carlo WCT,https://www.atptour.com/en/scores/archive/monte-carlo/410/1978/results
56862,1978,Guadalajara,1978-Guadalajara,https://www.atptour.com/en/scores/archive/guadalajara/280/1978/results
56893,1978,Houston WCT,1978-Houston WCT,https://www.atptour.com/en/scores/archive/houston/405/1978/results
56924,1978,Nice,1978-Nice,https://www.atptour.com/en/scores/archive/nice/6120/1978/results
56955,1978,San Jose,1978-San Jose,https://www.atptour.com/en/scores/archive/san-jose/356/1978/results
56986,1978,Las Vegas-2,1978-Las Vegas-2,https://www.atptour.com/en/scores/archive/las-vegas/413/1978/results
57017,1978,Tulsa,1978-Tulsa,https://www.atptour.com/en/scores/archive/tulsa/711/1978/results
57048,1978,WCT Doubles Finals,1978-WCT Doubles Finals,https://www.atptour.com/en/scores/archive/kansas-city/601/1978/results
57049,1978,Nations Cup,1978-Nations Cup,https://www.atptour.com/en/scores/archive/dusseldorf/615/1978/results
57079,1978,WCT Finals,1978-WCT Finals,https://www.atptour.com/en/scores/archive/dallas/610/1978/results
57086,1978,Hamburg,1978-Hamburg,https://www.atptour.com/en/scores/archive/hamburg/414/1978/results
57149,1978,Florence,1978-Florence,https://www.atptour.com/en/scores/archive/florence/310/1978/results
57180,1978,Rome,1978-Rome,https://www.atptour.com/en/scores/archive/rome/416/1978/results
57243,1978,Munich,1978-Munich,https://www.atptour.com/en/scores/archive/munich/308/1978/results
57274,1978,Roland Garros,1978-Roland Garros,https://www.atptour.com/en/scores/archive/roland-garros/520/1978/results
57401,1978,Birmingham-2,1978-Birmingham-2,https://www.atptour.com/en/scores/archive/birmingham/725/1978/results
57464,1978,Brussels,1978-Brussels,https://www.atptour.com/en/scores/archive/brussels/406/1978/results
57495,1978,London / Queen's Club,1978-London / Queen's Club,https://www.atptour.com/en/scores/archive/london/311/1978/results
57558,1978,Berlin,1978-Berlin,https://www.atptour.com/en/scores/archive/berlin/9240/1978/results
57589,1978,Wimbledon,1978-Wimbledon,https://www.atptour.com/en/scores/archive/wimbledon/540/1978/results
57716,1978,Forest Hills WCT,1978-Forest Hills WCT,https://www.atptour.com/en/scores/archive/forest-hills/415/1978/results
57737,1978,Cincinnati,1978-Cincinnati,https://www.atptour.com/en/scores/archive/cincinnati/422/1978/results
57800,1978,Gstaad,1978-Gstaad,https://www.atptour.com/en/scores/archive/gstaad/314/1978/results
57831,1978,Newport,1978-Newport,https://www.atptour.com/en/scores/archive/newport/315/1978/results
57862,1978,Washington-2,1978-Washington-2,https://www.atptour.com/en/scores/archive/washington/418/1978/results
57925,1978,Bastad,1978-Bastad,https://www.atptour.com/en/scores/archive/bastad/316/1978/results
57956,1978,Stuttgart,1978-Stuttgart,https://www.atptour.com/en/scores/archive/stuttgart/321/1978/results
57987,1978,Louisville,1978-Louisville,https://www.atptour.com/en/scores/archive/louisville/663/1978/results
58050,1978,Kitzbuhel,1978-Kitzbuhel,https://www.atptour.com/en/scores/archive/kitzbuhel/319/1978/results
58081,1978,Hilversum,1978-Hilversum,https://www.atptour.com/en/scores/archive/hilversum/317/1978/results
58112,1978,North Conway,1978-North Conway,https://www.atptour.com/en/scores/archive/north-conway/705/1978/results
58159,1978,New Orleans,1978-New Orleans,https://www.atptour.com/en/scores/archive/new-orleans/715/1978/results
58190,1978,South Orange,1978-South Orange,https://www.atptour.com/en/scores/archive/south-orange/707/1978/results
58221,1978,Indianapolis,1978-Indianapolis,https://www.atptour.com/en/scores/archive/indianapolis/717/1978/results
58284,1978,Columbus,1978-Columbus,https://www.atptour.com/en/scores/archive/columbus/343/1978/results
58315,1978,Toronto,1978-Toronto,https://www.atptour.com/en/scores/archive/toronto/421/1978/results
58362,1978,Stowe,1978-Stowe,https://www.atptour.com/en/scores/archive/stowe/349/1978/results
58393,1978,Cleveland,1978-Cleveland,https://www.atptour.com/en/scores/archive/cleveland/320/1978/results
58424,1978,Boston,1978-Boston,https://www.atptour.com/en/scores/archive/boston/417/1978/results
58487,1978,Atlanta,1978-Atlanta,https://www.atptour.com/en/scores/archive/atlanta/412/1978/results
58518,1978,US Open,1978-US Open,https://www.atptour.com/en/scores/archive/us-open/560/1978/results
58645,1978,Woodlands Doubles,1978-Woodlands Doubles,https://www.atptour.com/en/scores/archive/woodlands/801/1978/results
58646,1978,Los Angeles,1978-Los Angeles,https://www.atptour.com/en/scores/archive/los-angeles/423/1978/results
58693,1978,Hartford,1978-Hartford,https://www.atptour.com/en/scores/archive/hartford/819/1978/results
58724,1978,Bournemouth,1978-Bournemouth,https://www.atptour.com/en/scores/archive/bournemouth/347/1978/results
58755,1978,San Francisco,1978-San Francisco,https://www.atptour.com/en/scores/archive/san-francisco/424/1978/results
58818,1978,Aix-en-Provence,1978-Aix-en-Provence,https://www.atptour.com/en/scores/archive/aix-en-provence/342/1978/results
58849,1978,Mexico City-2,1978-Mexico City-2,https://www.atptour.com/en/scores/archive/mexico-city/295/1978/results
58880,1978,Madrid,1978-Madrid,https://www.atptour.com/en/scores/archive/madrid/309/1978/results
58943,1978,Maui,1978-Maui,https://www.atptour.com/en/scores/archive/maui/324/1978/results
58974,1978,Barcelona,1978-Barcelona,https://www.atptour.com/en/scores/archive/barcelona/425/1978/results
59037,1978,Brisbane,1978-Brisbane,https://www.atptour.com/en/scores/archive/brisbane/326/1978/results
59068,1978,Sydney-1,1978-Sydney-1,https://www.atptour.com/en/scores/archive/sydney/427/1978/results
59099,1978,Osaka,1978-Osaka,https://www.atptour.com/en/scores/archive/osaka/329/1978/results
59146,1978,Basel,1978-Basel,https://www.atptour.com/en/scores/archive/basel/328/1978/results
59177,1978,Vienna,1978-Vienna,https://www.atptour.com/en/scores/archive/vienna/337/1978/results
59208,1978,Tokyo,1978-Tokyo,https://www.atptour.com/en/scores/archive/tokyo/428/1978/results
59239,1978,Cologne,1978-Cologne,https://www.atptour.com/en/scores/archive/cologne/332/1978/results
59270,1978,Paris,1978-Paris,https://www.atptour.com/en/scores/archive/paris/7302/1978/results
59301,1978,Stockholm,1978-Stockholm,https://www.atptour.com/en/scores/archive/stockholm/429/1978/results
59364,1978,Hong Kong,1978-Hong Kong,https://www.atptour.com/en/scores/archive/hong-kong/336/1978/results
59395,1978,Bogota,1978-Bogota,https://www.atptour.com/en/scores/archive/bogota/359/1978/results
59426,1978,Taipei,1978-Taipei,https://www.atptour.com/en/scores/archive/taipei/333/1978/results
59457,1978,Wembley,1978-Wembley,https://www.atptour.com/en/scores/archive/wembley/430/1978/results
59488,1978,Buenos Aires,1978-Buenos Aires,https://www.atptour.com/en/scores/archive/buenos-aires/303/1978/results
59519,1978,Manila,1978-Manila,https://www.atptour.com/en/scores/archive/manila/362/1978/results
59550,1978,Bologna,1978-Bologna,https://www.atptour.com/en/scores/archive/bologna/312/1978/results
59581,1978,Johannesburg-2,1978-Johannesburg-2,https://www.atptour.com/en/scores/archive/johannesburg/426/1978/results
59612,1978,Santiago,1978-Santiago,https://www.atptour.com/en/scores/archive/santiago/361/1978/results
59643,1978,Calcutta,1978-Calcutta,https://www.atptour.com/en/scores/archive/calcutta/680/1978/results
59674,1978,WCT Challenge Cup,1978-WCT Challenge Cup,https://www.atptour.com/en/scores/archive/montego-bay/3934/1978/results
59689,1978,Sydney-2,1978-Sydney-2,https://www.atptour.com/en/scores/archive/sydney/338/1978/results
59752,1978,Australian Open,1978-Australian Open,https://www.atptour.com/en/scores/archive/australian-open/580/1978/results
59815,1978,Masters,1978-Masters,https://www.atptour.com/en/scores/archive/masters/605/1978/results
59831,1978,Masters Doubles,1978-Masters Doubles,https://www.atptour.com/en/scores/archive/masters-doubles/602/1978/results
59832,1979,Hobart,1979-Hobart,https://www.atptour.com/en/scores/archive/hobart/713/1979/results
59863,1979,Auckland,1979-Auckland,https://www.atptour.com/en/scores/archive/auckland/301/1979/results
59894,1979,WCT Doubles Finals,1979-WCT Doubles Finals,https://www.atptour.com/en/scores/archive/london/601/1979/results
59895,1979,Birmingham WCT,1979-Birmingham WCT,https://www.atptour.com/en/scores/archive/birmingham/712/1979/results
59926,1979,Baltimore,1979-Baltimore,https://www.atptour.com/en/scores/archive/baltimore/816/1979/results
59957,1979,Philadelphia WCT,1979-Philadelphia WCT,https://www.atptour.com/en/scores/archive/philadelphia/401/1979/results
60004,1979,Richmond WCT,1979-Richmond WCT,https://www.atptour.com/en/scores/archive/richmond/802/1979/results
60035,1979,Little Rock,1979-Little Rock,https://www.atptour.com/en/scores/archive/little-rock/660/1979/results
60066,1979,Pepsi Grand Slam,1979-Pepsi Grand Slam,https://www.atptour.com/en/scores/archive/boca-raton/1725/1979/results
60070,1979,Rancho Mirage,1979-Rancho Mirage,https://www.atptour.com/en/scores/archive/rancho-mirage/404/1979/results
60133,1979,Sarasota,1979-Sarasota,https://www.atptour.com/en/scores/archive/sarasota/709/1979/results
60164,1979,Dorado Beach WCT,1979-Dorado Beach WCT,https://www.atptour.com/en/scores/archive/dorado-beach/6880/1979/results
60180,1979,Denver,1979-Denver,https://www.atptour.com/en/scores/archive/denver/389/1979/results
60211,1979,Memphis,1979-Memphis,https://www.atptour.com/en/scores/archive/memphis/402/1979/results
60258,1979,Lagos,1979-Lagos,https://www.atptour.com/en/scores/archive/lagos/205/1979/results
60289,1979,WCT Aetna World Cup,1979-WCT Aetna World Cup,https://www.atptour.com/en/scores/archive/new-haven/9205/1979/results
60293,1979,Washington-1,1979-Washington-1,https://www.atptour.com/en/scores/archive/washington/9211/1979/results
60324,1979,New Orleans WCT,1979-New Orleans WCT,https://www.atptour.com/en/scores/archive/new-orleans/715/1979/results
60355,1979,Nancy,1979-Nancy,https://www.atptour.com/en/scores/archive/nancy/304/1979/results
60386,1979,San Jose-1,1979-San Jose-1,https://www.atptour.com/en/scores/archive/san-jose/714/1979/results
60417,1979,Milan WCT,1979-Milan WCT,https://www.atptour.com/en/scores/archive/milan/408/1979/results
60448,1979,Dayton,1979-Dayton,https://www.atptour.com/en/scores/archive/dayton/716/1979/results
60479,1979,Stuttgart-1,1979-Stuttgart-1,https://www.atptour.com/en/scores/archive/stuttgart/357/1979/results
60510,1979,Rotterdam WCT,1979-Rotterdam WCT,https://www.atptour.com/en/scores/archive/rotterdam/407/1979/results
60541,1979,Nice,1979-Nice,https://www.atptour.com/en/scores/archive/nice/6120/1979/results
60572,1979,Monte Carlo WCT,1979-Monte Carlo WCT,https://www.atptour.com/en/scores/archive/monte-carlo/410/1979/results
60603,1979,Cairo,1979-Cairo,https://www.atptour.com/en/scores/archive/cairo/206/1979/results
60634,1979,Tulsa,1979-Tulsa,https://www.atptour.com/en/scores/archive/tulsa/711/1979/results
60665,1979,Houston WCT,1979-Houston WCT,https://www.atptour.com/en/scores/archive/houston/405/1979/results
60696,1979,Johannesburg-1,1979-Johannesburg-1,https://www.atptour.com/en/scores/archive/johannesburg/9239/1979/results
60727,1979,San Jose-2,1979-San Jose-2,https://www.atptour.com/en/scores/archive/san-jose/356/1979/results
60758,1979,Las Vegas,1979-Las Vegas,https://www.atptour.com/en/scores/archive/las-vegas/413/1979/results
60789,1979,WCT Finals,1979-WCT Finals,https://www.atptour.com/en/scores/archive/dallas/610/1979/results
60796,1979,Nations Cup,1979-Nations Cup,https://www.atptour.com/en/scores/archive/dusseldorf/615/1979/results
60826,1979,Hamburg,1979-Hamburg,https://www.atptour.com/en/scores/archive/hamburg/414/1979/results
60889,1979,Florence,1979-Florence,https://www.atptour.com/en/scores/archive/florence/310/1979/results
60920,1979,Rome,1979-Rome,https://www.atptour.com/en/scores/archive/rome/416/1979/results
60983,1979,Munich,1979-Munich,https://www.atptour.com/en/scores/archive/munich/308/1979/results
61014,1979,Roland Garros,1979-Roland Garros,https://www.atptour.com/en/scores/archive/roland-garros/520/1979/results
61141,1979,London / Queen's Club,1979-London / Queen's Club,https://www.atptour.com/en/scores/archive/london/311/1979/results
