Year,Name,Location,Dates,Draw- singles,Draw- doubles,Surface,Prize money,Winner- singles,Winner- doubles,Winner- team 
2011,Houston,"Houston, United States",2011.04.04,28,16,Outdoor Clay,"$500,000",Ryan Sweeting,Bob Bryan Mike Bryan,
2011,Casablanca,"Casablanca, Morocco",2011.04.04,28,16,Outdoor Clay,"€450,000",Pablo Andujar,Robert Lindstedt Horia Tecau,
2011,ATP Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2011.04.10,56,24,Outdoor Clay,"€2,543,750",Rafael Nadal,Bob Bryan Mike Bryan,
2011,Barcelona,"Barcelona, Spain",2011.04.18,56,24,Outdoor Clay,"€1,995,000",Rafael Nadal,Santiago Gonzalez Scott Lipsky,
2011,Munich,"Munich, Germany",2011.04.24,32,16,Outdoor Clay,"€450,000",Nikolay Davydenko,Simone Bolelli Horacio Zeballos,
2011,Estoril,"Estoril, Portugal",2011.04.25,28,16,Outdoor Clay,"€450,000",Juan Martin del Potro,Eric Butorac Jean-Julien Rojer,
2011,Belgrade,"Belgrade, Serbia",2011.04.25,28,16,Outdoor Clay,"€416,650",Novak Djokovic,Frantisek Cermak Filip Polasek,
2011,ATP Masters 1000 Madrid,"Madrid, Spain",2011.05.01,56,24,Outdoor Clay,"€3,706,000",Novak Djokovic,Bob Bryan Mike Bryan,
2011,ATP Masters 1000 Rome,"Rome, Italy",2011.05.08,56,24,Outdoor Clay,"€2,750,000",Novak Djokovic,John Isner Sam Querrey,
2011,World Team Cup,"Dusseldorf, Germany",2011.05.15,32,16,Outdoor Clay,"€1,100,000",Juan Ignacio Chela,Philipp Kohlschreiber Philipp Petzschner,
2011,Nice,"Nice, France",2011.05.15,28,16,Outdoor Clay,"€450,000",Nicolas Almagro,Eric Butorac Jean-Julien Rojer,
2011,Roland Garros,"Paris, France",2011.05.22,128,64,Outdoor Clay,"€7,884,000",Rafael Nadal,Max Mirnyi Daniel Nestor,
2011,Halle,"Halle, Germany",2011.06.06,32,16,Outdoor Grass,"€750,000",Philipp Kohlschreiber,Rohan Bopanna Aisam-Ul-Haq Qureshi,
2011,London / Queen's Club,"London, Great Britain",2011.06.06,56,24,Outdoor Grass,"€694,250",Andy Murray,Bob Bryan Mike Bryan,
2011,Eastbourne,"Eastbourne, Great Britain",2011.06.12,32,16,Outdoor Grass,"€462,675",Andreas Seppi,Jonathan Erlich Andy Ram,
2011,'s-Hertogenbosch,"'s-Hertogenbosch, Netherlands",2011.06.12,32,16,Outdoor Grass,"€450,000",Dmitry Tursunov,Daniele Bracciali Frantisek Cermak,
2011,Wimbledon,"London, Great Britain",2011.06.20,128,64,Outdoor Grass,"£6,631,000",Novak Djokovic,Bob Bryan Mike Bryan,
2011,Newport,"Newport, United States",2011.07.04,32,16,Outdoor Grass,"$500,000",John Isner,Matthew Ebden Ryan Harrison,
2011,Bastad,"Bastad, Sweden",2011.07.11,28,16,Outdoor Clay,"€450,000",Robin Soderling,Robert Lindstedt Horia Tecau,
2011,Stuttgart,"Stuttgart, Germany",2011.07.11,32,16,Outdoor Clay,"€450,000",Juan Carlos Ferrero,Jurgen Melzer Philipp Petzschner,
2011,Hamburg,"Hamburg, Germany",2011.07.18,48,16,Outdoor Clay,"€1,115,000",Gilles Simon,Oliver Marach Alexander Peya,
2011,Atlanta,"Atlanta, United States",2011.07.18,28,16,Outdoor Hard,"$600,000",Mardy Fish,Alex Bogomolov Jr. Matthew Ebden,
2011,Los Angeles,"Los Angeles, United States",2011.07.25,28,16,Outdoor Hard,"$700,000",Ernests Gulbis,Mark Knowles Xavier Malisse,
2011,Gstaad,"Gstaad, Switzerland",2011.07.25,28,16,Outdoor Clay,"€450,000",Marcel Granollers,Frantisek Cermak Filip Polasek,
2011,Umag,"Umag, Croatia",2011.07.25,28,16,Outdoor Clay,"€450,000",Alexandr Dolgopolov,Simone Bolelli Fabio Fognini,
2011,Washington,"Washington, United States",2011.07.31,48,16,Outdoor Hard,"$1,402,900",Radek Stepanek,Michael Llodra Nenad Zimonjic,
2011,Kitzbuhel,"Kitzbuhel, Austria",2011.07.31,28,16,Outdoor Clay,"€450,000",Robin Haase,Daniele Bracciali Santiago Gonzalez,
2011,ATP Masters 1000 Canada,"Montreal, Canada",2011.08.08,56,24,Outdoor Hard,"$3,000,000",Novak Djokovic,Michael Llodra Nenad Zimonjic,
2011,ATP Masters 1000 Cincinnati,"Cincinnati, United States",2011.08.14,56,24,Outdoor Hard,"$3,200,000",Andy Murray,Mahesh Bhupathi Leander Paes,
2011,Winston-Salem,"Winston-Salem, United States",2011.08.21,48,16,Outdoor Hard,"$625,000",John Isner,Jonathan Erlich Andy Ram,
2011,US Open,"New York, United States",2011.08.29,128,64,Outdoor Hard,"$10,768,000",Novak Djokovic,Jurgen Melzer Philipp Petzschner,
2011,Metz,"Metz, France",2011.09.19,28,16,Indoor Hard,"€450,000",Jo-Wilfried Tsonga,Jamie Murray Andre Sa,
2011,Bucharest,"Bucharest, Romania",2011.09.19,28,16,Outdoor Clay,"€422,950",Florian Mayer,Daniele Bracciali Potito Starace,
2011,Kuala Lumpur,"Kuala Lumpur, Malaysia",2011.09.26,28,16,Indoor Hard,"$947,750",Janko Tipsarevic,Eric Butorac Jean-Julien Rojer,
2011,Bangkok,"Bangkok, Thailand",2011.09.26,28,16,Indoor Hard,"$644,500",Andy Murray,Oliver Marach Aisam-Ul-Haq Qureshi,
2011,Beijing,"Beijing, China",2011.10.03,32,16,Outdoor Hard,"$3,336,500",Tomas Berdych,Michael Llodra Nenad Zimonjic,
2011,Tokyo,"Tokyo, Japan",2011.10.03,32,16,Outdoor Hard,"$1,341,000",Andy Murray,Andy Murray Jamie Murray,
2011,ATP Masters 1000 Shanghai,"Shanghai, China",2011.10.09,56,24,Outdoor Hard,"$5,650,000",Andy Murray,Max Mirnyi Daniel Nestor,
2011,Moscow,"Moscow, Russia",2011.10.17,28,16,Indoor Hard,"$805,500",Janko Tipsarevic,Frantisek Cermak Filip Polasek,
2011,Stockholm,"Stockholm, Sweden",2011.10.17,28,16,Indoor Hard,"€600,000",Gael Monfils,Rohan Bopanna Aisam-Ul-Haq Qureshi,
2011,St. Petersburg,"St. Petersburg, Russia",2011.10.24,32,16,Indoor Hard,"$750,000",Marin Cilic,Colin Fleming Ross Hutchins,
2011,Vienna,"Vienna, Austria",2011.10.24,28,16,Indoor Hard,"€650,000",Jo-Wilfried Tsonga,Bob Bryan Mike Bryan,
2011,Valencia,"Valencia, Spain",2011.10.31,32,16,Indoor Hard,"€2,019,000",Marcel Granollers,Bob Bryan Mike Bryan,
2011,Basel,"Basel, Switzerland",2011.10.31,32,16,Indoor Hard,"€1,838,100",Roger Federer,Michael Llodra Nenad Zimonjic,
2011,ATP Masters 1000 Paris,"Paris, France",2011.11.07,48,24,Indoor Hard,"€2,750,000",Roger Federer,Rohan Bopanna Aisam-Ul-Haq Qureshi,
2011,ATP Finals,"London, Great Britain",2011.11.20,16,8,Indoor Hard,"$5,070,000",Roger Federer,Max Mirnyi Daniel Nestor,
2012,Brisbane,"Brisbane, Australia",2012.01.01,32,16,Outdoor Hard,"$486,000",Andy Murray,Max Mirnyi Daniel Nestor,
2012,Doha,"Doha, Qatar",2012.01.02,32,16,Outdoor Hard,"$1,110,250",Jo-Wilfried Tsonga,Filip Polasek Lukas Rosol,
2012,Chennai,"Chennai, India",2012.01.02,28,16,Outdoor Hard,"$450,000",Milos Raonic,Leander Paes Janko Tipsarevic,
2012,Sydney,"Sydney, Australia",2012.01.09,28,16,Outdoor Hard,"$486,000",Jarkko Nieminen,Bob Bryan Mike Bryan,
2012,Auckland,"Auckland, New Zealand",2012.01.09,28,16,Outdoor Hard,"$450,000",David Ferrer,Oliver Marach Alexander Peya,
2012,Australian Open,"Melbourne, Australia",2012.01.16,128,64,Outdoor Hard,"A$11,806,550",Novak Djokovic,Leander Paes Radek Stepanek,
2012,Montpellier,"Montpellier, France",2012.01.30,28,16,Indoor Hard,"€450,000",Tomas Berdych,Nicolas Mahut Edouard Roger-Vasselin,
2012,Vina del Mar,"Vina del Mar, Chile",2012.01.30,28,16,Outdoor Clay,"$450,000",Juan Monaco,Daniel Gimeno-Traver Fred Gil,
2012,Zagreb,"Zagreb, Croatia",2012.01.30,32,16,Indoor Hard,"€450,000",Mikhail Youzhny,Marcos Baghdatis Mikhail Youzhny,
2012,Rotterdam,"Rotterdam, Netherlands",2012.02.13,32,16,Indoor Hard,"€1,502,500",Roger Federer,Michael Llodra Nenad Zimonjic,
2012,San Jose,"San Jose, United States",2012.02.13,28,16,Indoor Hard,"$600,000",Milos Raonic,Mark Knowles Xavier Malisse,
2012,Sao Paulo,"Sao Paulo, Brazil",2012.02.13,28,16,Indoor Clay,"$532,800",Nicolas Almagro,Eric Butorac Bruno Soares,
2012,Memphis,"Memphis, United States",2012.02.20,32,16,Indoor Hard,"$1,281,500",Jurgen Melzer,Max Mirnyi Daniel Nestor,
2012,Marseille,"Marseille, France",2012.02.20,28,16,Indoor Hard,"€576,000",Juan Martin del Potro,Nicolas Mahut Edouard Roger-Vasselin,
2012,Buenos Aires,"Buenos Aires, Argentina",2012.02.20,32,16,Outdoor Clay,"$553,100",David Ferrer,David Marrero Fernando Verdasco,
2012,Dubai,"Dubai, United Arab Emirates",2012.02.27,32,16,Outdoor Hard,"$2,313,975",Roger Federer,Mahesh Bhupathi Rohan Bopanna,
2012,Acapulco,"Acapulco, Mexico",2012.02.27,32,16,Outdoor Clay,"$1,281,500",David Ferrer,David Marrero Fernando Verdasco,
2012,Delray Beach,"Delray Beach, United States",2012.02.27,32,16,Outdoor Hard,"$500,000",Kevin Anderson,Colin Fleming Ross Hutchins,
2012,ATP Masters 1000 Indian Wells,"Indian Wells, United States",2012.03.08,96,32,Outdoor Hard,"$5,816,010",Roger Federer,Marc Lopez Rafael Nadal,
2012,ATP Masters 1000 Miami,"Miami, United States",2012.03.21,96,32,Outdoor Hard,"$4,828,050",Novak Djokovic,Leander Paes Radek Stepanek,
2012,Houston,"Houston, United States",2012.04.09,28,16,Outdoor Clay,"$500,000",Juan Monaco,James Blake Sam Querrey,
2012,Casablanca,"Casablanca, Morocco",2012.04.09,28,16,Outdoor Clay,"€450,000",Pablo Andujar,Dustin Brown Paul Hanley,
2012,ATP Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2012.04.15,56,24,Outdoor Clay,"€2,744,225",Rafael Nadal,Bob Bryan Mike Bryan,
2012,Barcelona,"Barcelona, Spain",2012.04.23,56,24,Outdoor Clay,"€2,072,500",Rafael Nadal,Mariusz Fyrstenberg Marcin Matkowski,
2012,Bucharest,"Bucharest, Romania",2012.04.23,28,16,Outdoor Clay,"€450,000",Gilles Simon,Robert Lindstedt Horia Tecau,
2012,Estoril,"Estoril, Portugal",2012.04.30,28,16,Outdoor Clay,"€450,000",Juan Martin del Potro,Aisam-Ul-Haq Qureshi Jean-Julien Rojer,
2012,Munich,"Munich, Germany",2012.04.30,28,16,Outdoor Clay,"€450,000",Philipp Kohlschreiber,Frantisek Cermak Filip Polasek,
2012,Belgrade,"Belgrade, Serbia",2012.04.30,28,16,Outdoor Clay,"€418,700",Andreas Seppi,Jonathan Erlich Andy Ram,
2012,ATP Masters 1000 Madrid,"Madrid, Spain",2012.05.06,56,24,Outdoor Clay,"€3,973,695",Roger Federer,Mariusz Fyrstenberg Marcin Matkowski,
2012,ATP Masters 1000 Rome,"Rome, Italy",2012.05.13,56,24,Outdoor Clay,"€2,950,475",Rafael Nadal,Marcel Granollers Marc Lopez,
2012,World Team Cup,"Dusseldorf, Germany",2012.05.20,32,16,Outdoor Clay,"€1,300,000",,,Serbia
2012,Nice,"Nice, France",2012.05.20,28,16,Outdoor Clay,"€450,000",Nicolas Almagro,Bob Bryan Mike Bryan,
2012,Roland Garros,"Paris, France",2012.05.27,128,64,Outdoor Clay,"€8,487,000",Rafael Nadal,Max Mirnyi Daniel Nestor,
2012,Halle,"Halle, Germany",2012.06.11,28,16,Outdoor Grass,"€750,000",Tommy Haas,Aisam-Ul-Haq Qureshi Jean-Julien Rojer,
2012,London / Queen's Club,"London, Great Britain",2012.06.11,56,24,Outdoor Grass,"€711,550",Marin Cilic,Max Mirnyi Daniel Nestor,
2012,'s-Hertogenbosch,"'s-Hertogenbosch, Netherlands",2012.06.17,32,16,Outdoor Grass,"€450,000",David Ferrer,Robert Lindstedt Horia Tecau,
2012,Eastbourne,"Eastbourne, Great Britain",2012.06.18,28,16,Outdoor Grass,"€455,700",Andy Roddick,Colin Fleming Ross Hutchins,
2012,Wimbledon,"London, Great Britain",2012.06.25,128,64,Outdoor Grass,"£7,285,200",Roger Federer,Jonathan Marray Frederik Nielsen,
2012,Newport,"Newport, United States",2012.07.09,32,16,Outdoor Grass,"$455,750",John Isner,Santiago Gonzalez Scott Lipsky,
2012,Bastad,"B†stad, Sweden",2012.07.09,28,16,Outdoor Clay,"€410,175",David Ferrer,Robert Lindstedt Horia Tecau,
2012,Stuttgart,"Stuttgart, Germany",2012.07.09,28,16,Outdoor Clay,"€410,175",Janko Tipsarevic,Jeremy Chardy Lukasz Kubot,
2012,Umag,"Umag, Croatia",2012.07.09,28,16,Outdoor Clay,"€410,175",Marin Cilic,David Marrero Fernando Verdasco,
2012,Hamburg,"Hamburg, Germany",2012.07.16,32,16,Outdoor Clay,"€1,015,000",Juan Monaco,David Marrero Fernando Verdasco,
2012,Atlanta,"Atlanta, United States",2012.07.16,28,16,Outdoor Hard,"$546,900",Andy Roddick,Matthew Ebden Ryan Harrison,
2012,Gstaad,"Gstaad, Switzerland",2012.07.16,28,16,Outdoor Clay,"€410,175",Thomaz Bellucci,Marcel Granollers Marc Lopez,
2012,Kitzbuhel,"Kitzbuhel, Austria",2012.07.22,28,16,Outdoor Clay,"€410,175",Robin Haase,Frantisek Cermak Julian Knowle,
2012,Los Angeles,"Los Angeles, United States",2012.07.23,28,16,Outdoor Hard,"$638,050",Sam Querrey,Ruben Bemelmans Xavier Malisse,
2012,London Olympics,"London, Great Britain",2012.07.25,64,32,Outdoor Grass,,Andy Murray,Bob Bryan Mike Bryan,
2012,Washington,"Washington, United States",2012.07.30,32,16,Outdoor Hard,"$1,286,260",Alexandr Dolgopolov,Treat Huey Dominic Inglot,
2012,ATP Masters 1000 Canada,"Toronto, Canada",2012.08.06,48,24,Outdoor Hard,"$3,218,700",Novak Djokovic,Bob Bryan Mike Bryan,
2012,ATP Masters 1000 Cincinnati,"Cincinnati, United States",2012.08.12,56,24,Outdoor Hard,"$3,433,280",Roger Federer,Robert Lindstedt Horia Tecau,
2012,Winston-Salem,"Winston-Salem, United States",2012.08.19,48,16,Outdoor Hard,"$625,000",John Isner,Santiago Gonzalez Scott Lipsky,
2012,US Open,"New York, United States",2012.08.27,128,64,Outdoor Hard,"$11,777,000",Andy Murray,Bob Bryan Mike Bryan,
2012,St. Petersburg,"St. Petersburg, Russia",2012.09.17,32,16,Indoor Hard,"$468,350",Martin Klizan,Rajeev Ram Nenad Zimonjic,
2012,Metz,"Metz, France",2012.09.17,28,16,Indoor Hard,"€450,000",Jo-Wilfried Tsonga,Nicolas Mahut Edouard Roger-Vasselin,
2012,Kuala Lumpur,"Kuala Lumpur, Malaysia",2012.09.24,28,16,Indoor Hard,"$947,750",Juan Monaco,Alexander Peya Bruno Soares,
2012,Bangkok,"Bangkok, Thailand",2012.09.24,28,16,Indoor Hard,"$608,500",Richard Gasquet,Yen-Hsun Lu Danai Udomchoke,
2012,Beijing,"Beijing, China",2012.10.01,32,16,Outdoor Hard,"$3,441,500",Novak Djokovic,Bob Bryan Mike Bryan,
2012,Tokyo,"Tokyo, Japan",2012.10.01,32,16,Outdoor Hard,"$1,407,065",Kei Nishikori,Alexander Peya Bruno Soares,
2012,ATP Masters 1000 Shanghai,"Shanghai, China",2012.10.07,56,24,Outdoor Hard,"$5,891,600",Novak Djokovic,Leander Paes Radek Stepanek,
2012,Moscow,"Moscow, Russia",2012.10.15,28,16,Indoor Hard,"$742,150",Andreas Seppi,Frantisek Cermak Michal Mertinak,
2012,Stockholm,"Stockholm, Sweden",2012.10.15,28,16,Indoor Hard,"€550,000",Tomas Berdych,Marcelo Melo Bruno Soares,
2012,Vienna,"Vienna, Austria",2012.10.15,28,16,Indoor Hard,"€550,000",Juan Martin del Potro,Andre Begemann Martin Emmrich,
2012,Valencia,"Valencia, Spain",2012.10.21,32,16,Indoor Hard,"€2,086,850",David Ferrer,Alexander Peya Bruno Soares,
2012,Basel,"Basel, Switzerland",2012.10.22,32,16,Indoor Hard,"€1,934,300",Juan Martin del Potro,Daniel Nestor Nenad Zimonjic,
2012,ATP Masters 1000 Paris,"Paris, France",2012.10.29,48,24,Indoor Hard,"€2,950,475",David Ferrer,Mahesh Bhupathi Rohan Bopanna,
2012,ATP Finals,"London, Great Britain",2012.11.05,8,8,Indoor Hard,"$5,500,000",Novak Djokovic,Marcel Granollers Marc Lopez,
2013,Brisbane,"Brisbane, Australia",2012.12.30,28,16,Outdoor Hard,"$494,230",Andy Murray,Marcelo Melo Tommy Robredo,
2013,Doha,"Doha, Qatar",2012.12.31,32,16,Outdoor Hard,"$1,150,720",Richard Gasquet,Christopher Kas Philipp Kohlschreiber,
2013,Chennai,"Chennai, India",2012.12.31,28,16,Outdoor Hard,"$442,750",Janko Tipsarevic,Benoit Paire Stan Wawrinka,
2013,Sydney,"Sydney, Australia",2013.01.07,28,16,Outdoor Hard,"$494,230",Bernard Tomic,Bob Bryan Mike Bryan,
2013,Auckland,"Auckland, New Zealand",2013.01.07,28,16,Outdoor Hard,"$491,000",David Ferrer,Colin Fleming Bruno Soares,
2013,Australian Open,"Melbourne, Australia",2013.01.14,128,64,Outdoor Hard,"A$13,803,160",Novak Djokovic,Bob Bryan Mike Bryan,
2013,Montpellier,"Montpellier, France",2013.02.04,28,16,Indoor Hard,"€467,800",Richard Gasquet,Marc Gicquel Michael Llodra,
2013,Vina del Mar,"Vina del Mar, Chile",2013.02.04,28,16,Outdoor Clay,"$467,800",Horacio Zeballos,Paolo Lorenzi Potito Starace,
2013,Zagreb,"Zagreb, Croatia",2013.02.04,28,16,Indoor Hard,"€467,800",Marin Cilic,Julian Knowle Filip Polasek,
2013,Rotterdam,"Rotterdam, Netherlands",2013.02.11,32,16,Indoor Hard,"€1,575,875",Juan Martin del Potro,Robert Lindstedt Nenad Zimonjic,
2013,San Jose,"San Jose, United States",2013.02.11,28,16,Indoor Hard,"$623,730",Milos Raonic,Xavier Malisse Frank Moser,
2013,Sao Paulo,"Sao Paulo, Brazil",2013.02.11,28,16,Indoor Clay,"$519,775",Rafael Nadal,Alexander Peya Bruno Soares,
2013,Memphis,"Memphis, United States",2013.02.18,32,16,Indoor Hard,"$1,353,550",Kei Nishikori,Bob Bryan Mike Bryan,
2013,Marseille,"Marseille, France",2013.02.18,28,16,Indoor Hard,"€598,535",Jo-Wilfried Tsonga,Rohan Bopanna Colin Fleming,
2013,Buenos Aires,"Buenos Aires, Argentina",2013.02.18,32,16,Outdoor Clay,"$570,470",David Ferrer,Simone Bolelli Fabio Fognini,
2013,Dubai,"Dubai, United Arab Emirates",2013.02.25,32,16,Outdoor Hard,"$2,413,300",Novak Djokovic,Mahesh Bhupathi Michael Llodra,
2013,Acapulco,"Acapulco, Mexico",2013.02.25,32,16,Outdoor Clay,"$1,353,550",Rafael Nadal,Lukasz Kubot David Marrero,
2013,Delray Beach,"Delray Beach, United States",2013.02.25,32,16,Outdoor Hard,"$519,775",Ernests Gulbis,James Blake Jack Sock,
2013,ATP Masters 1000 Indian Wells,"Indian Wells, United States",2013.03.07,96,32,Outdoor Hard,"$6,676,605",Rafael Nadal,Bob Bryan Mike Bryan,
2013,ATP Masters 1000 Miami,"Miami, United States",2013.03.20,96,32,Outdoor Hard,"$5,244,125",Andy Murray,Aisam-Ul-Haq Qureshi Jean-Julien Rojer,
2013,Houston,"Houston, United States",2013.04.08,28,16,Outdoor Clay,"$519,775",John Isner,Jamie Murray John Peers,
2013,Casablanca,"Casablanca, Morocco",2013.04.08,28,16,Outdoor Clay,"€467,800",Tommy Robredo,Julian Knowle Filip Polasek,
2013,ATP Masters 1000 Monte Carlo,"Monte-Carlo, Monaco",2013.04.14,56,24,Outdoor Clay,"€2,998,495",Novak Djokovic,Julien Benneteau Nenad Zimonjic,
2013,Barcelona,"Barcelona, Spain",2013.04.22,48,16,Outdoor Clay,"€2,166,875",Rafael Nadal,Alexander Peya Bruno Soares,
2013,Bucharest,"Bucharest, Romania",2013.04.22,28,16,Outdoor Clay,"€467,800",Lukas Rosol,Max Mirnyi Horia Tecau,
2013,Munich,"Munich, Germany",2013.04.29,28,16,Outdoor Clay,"€467,800",Tommy Haas,Jarkko Nieminen Dmitry Tursunov,
2013,Oeiras,"Oeiras, Portugal",2013.04.29,28,16,Outdoor Clay,"€467,800",Stan Wawrinka,Santiago Gonzalez Scott Lipsky,
2013,ATP Masters 1000 Madrid,"Madrid, Spain",2013.05.05,56,24,Outdoor Clay,"€4,303,867",Rafael Nadal,Bob Bryan Mike Bryan,
2013,ATP Masters 1000 Rome,"Rome, Italy",2013.05.12,56,24,Outdoor Clay,"€3,204,745",Rafael Nadal,Bob Bryan Mike Bryan,
2013,Dusseldorf,"Dusseldorf, Germany",2013.05.19,28,16,Outdoor Clay,"€467,800",Juan Monaco,Andre Begemann Martin Emmrich,
2013,Nice,"Nice, France",2013.05.19,28,16,Outdoor Clay,"€467,800",Albert Montanes,Johan Brunstrom Raven Klaasen,
2013,Roland Garros,"Paris, France",2013.05.27,128,64,Outdoor Clay,"€10,104,000",Rafael Nadal,Bob Bryan Mike Bryan,
2013,Halle,"Halle, Germany",2013.06.10,28,16,Outdoor Grass,"€779,665",Roger Federer,Santiago Gonzalez Scott Lipsky,
2013,London / Queen's Club,"London, Great Britain",2013.06.10,56,24,Outdoor Grass,"€779,665",Andy Murray,Bob Bryan Mike Bryan,
2013,'s-Hertogenbosch,"'s-Hertogenbosch, Netherlands",2013.06.16,32,16,Outdoor Grass,"€467,800",Nicolas Mahut,Max Mirnyi Horia Tecau,
2013,Eastbourne,"Eastbourne, Great Britain",2013.06.17,28,16,Outdoor Grass,"€526,060",Feliciano Lopez,Alexander Peya Bruno Soares,
2013,Wimbledon,"London, Great Britain",2013.06.24,128,64,Outdoor Grass,"£10,514,000",Andy Murray,Bob Bryan Mike Bryan,
2013,Newport,"Newport, United States",2013.07.08,32,16,Outdoor Grass,"$519,775",Nicolas Mahut,Nicolas Mahut Edouard Roger-Vasselin,
2013,Bastad,"Bastad, Sweden",2013.07.08,28,16,Outdoor Clay,"€491,370",Carlos Berlocq,Nicholas Monroe Simon Stadler,
2013,Stuttgart,"Stuttgart, Germany",2013.07.08,28,16,Outdoor Clay,"€467,800",Fabio Fognini,Thomaz Bellucci Facundo Bagnis,
2013,Hamburg,"Hamburg, Germany",2013.07.15,48,16,Outdoor Clay,"€1,230,500",Fabio Fognini,Mariusz Fyrstenberg Marcin Matkowski,
2013,Bogota,"Bogota, Colombia",2013.07.15,28,16,Outdoor Hard,"$727,685",Ivo Karlovic,Purav Raja Divij Sharan,
2013,Atlanta,"Atlanta, United States",2013.07.22,28,16,Outdoor Hard,"$623,730",John Isner,Edouard Roger-Vasselin Igor Sijsling,
2013,Gstaad,"Gstaad, Switzerland",2013.07.22,28,16,Outdoor Clay,"€467,800",Mikhail Youzhny,Jamie Murray John Peers,
2013,Umag,"Umag, Croatia",2013.07.22,28,16,Outdoor Clay,"€467,800",Tommy Robredo,Martin Klizan David Marrero,
2013,Kitzbuhel,"Kitzbuhel, Austria",2013.07.28,28,16,Outdoor Clay,"€467,800",Marcel Granollers,Martin Emmrich Christopher Kas,
2013,Washington,"Washington, United States",2013.07.29,48,16,Outdoor Hard,"$1,546,590",Juan Martin del Potro,Julien Benneteau Nenad Zimonjic,
2013,ATP Masters 1000 Canada,"Montreal, Canada",2013.08.05,56,24,Outdoor Hard,"$3,496,085",Rafael Nadal,Alexander Peya Bruno Soares,
2013,ATP Masters 1000 Cincinnati,"Cincinnati, United States",2013.08.11,56,24,Outdoor Hard,"$3,729,155",Rafael Nadal,Bob Bryan Mike Bryan,
2013,Winston-Salem,"Winston-Salem, United States",2013.08.18,48,16,Outdoor Hard,"$658,450",Jurgen Melzer,Daniel Nestor Leander Paes,
2013,US Open,"New York, United States",2013.08.26,128,64,Outdoor Hard,"$16,102,000",Rafael Nadal,Leander Paes Radek Stepanek,
2013,St. Petersburg,"St. Petersburg, Russia",2013.09.16,32,16,Indoor Hard,"$519,775",Ernests Gulbis,David Marrero Fernando Verdasco,
2013,Metz,"Metz, France",2013.09.16,28,16,Indoor Hard,"€467,800",Gilles Simon,Johan Brunstrom Raven Klaasen,
2013,Kuala Lumpur,"Kuala Lumpur, Malaysia",2013.09.23,28,16,Indoor Hard,"$984,300",Joao Sousa,Eric Butorac Raven Klaasen,
2013,Bangkok,"Bangkok, Thailand",2013.09.23,28,16,Indoor Hard,"$631,530",Milos Raonic,Jamie Murray John Peers,
2013,Beijing,"Beijing, China",2013.09.30,32,16,Outdoor Hard,"$3,566,050",Novak Djokovic,Max Mirnyi Horia Tecau,
2013,Tokyo,"Tokyo, Japan",2013.09.30,32,16,Outdoor Hard,"$1,437,800",Juan Martin del Potro,Rohan Bopanna Edouard Roger-Vasselin,
2013,ATP Masters 1000 Shanghai,"Shanghai, China",2013.10.07,56,24,Outdoor Hard,"$6,211,445",Novak Djokovic,Ivan Dodig Marcelo Melo,
2013,Moscow,"Moscow, Russia",2013.10.14,28,16,Indoor Hard,"$823,550",Richard Gasquet,Mikhail Elgin Denis Istomin,
2013,Stockholm,"Stockholm, Sweden",2013.10.14,28,16,Indoor Hard,"€600,565",Grigor Dimitrov,Aisam-Ul-Haq Qureshi Jean-Julien Rojer,
2013,Vienna,"Vienna, Austria",2013.10.14,28,16,Indoor Hard,"€571,755",Tommy Haas,Florin Mergea Lukas Rosol,
